"|","|__gsrAvg","|__gsrResponse","|__gsrThreshold","|__hrAvg","|__hrv","|__rr","|__seconds","|__stChange","|__stThreshold"
"13:49:27","0.3568999999999994","0","0.3377999999999999","87","0.026353213815092962","0.747","455","0.6817500000000649","92.22824999999993"
"13:49:28","0.3571999999999994","0","0.34146999999999983","87","0.02635295304345961","0.763","456","0.6817500000000649","92.22824999999993"
"13:49:29","0.35749999999999943","0.0160299999999996","0.34146999999999983","87","0.026372701168641134","0.813","457","0.6817500000000649","92.22824999999993"
"13:49:30","0.35779999999999945","0.016329999999999623","0.34146999999999983","87","0.026379017446310167","0.78","458","0.6817500000000649","92.22824999999993"
"13:49:31","0.3580999999999995","0.016629999999999645","0.34146999999999983","87","0.02641241330971068","0.713","459","0.6817500000000649","92.22824999999993"
"13:49:32","0.35839999999999944","0.016929999999999612","0.34146999999999983","87","0.02641924821763177","0.747","460","0.6817500000000649","92.22824999999993"
"13:49:33","0.35879999999999945","0.017329999999999623","0.34146999999999983","86","0.026366912550917325","0.763","461","0.6817500000000649","92.22824999999993"
"13:49:34","0.35919999999999946","0.017729999999999635","0.34146999999999983","86","0.026364629922564227","0.763","462","0.6817500000000649","92.22824999999993"
"13:49:35","0.3595999999999994","0.01812999999999959","0.34146999999999983","86","0.026396734428803678","0.697","463","0.6817500000000649","92.22824999999993"
"13:49:36","0.35999999999999943","0.018529999999999602","0.34146999999999983","86","0.026396734428803678","0.647","464","0.6817500000000649","92.22824999999993"
"13:49:37","0.36039999999999944","0.018929999999999614","0.34146999999999983","86","0.02641417147688898","0.697","465","0.6817500000000649","92.22824999999993"
"13:49:38","0.36077999999999943","0.019309999999999605","0.34146999999999983","86","0.026387352617793243","0.664","466","0.921750000000074","92.22824999999993"
"13:49:39","0.3611599999999995","0.019689999999999652","0.34146999999999983","86","0.0263939257586148","0.697","467","0.921750000000074","92.22824999999993"
"13:49:40","0.36153999999999953","0.0200699999999997","0.34146999999999983","86","0.0264136432506182","0.747","468","0.921750000000074","92.22824999999993"
"13:49:41","0.3619199999999996","0.020449999999999746","0.34146999999999983","86","0.026422227589421213","0.78","469","0.921750000000074","92.22824999999993"
